iter	Passed	Remaining
1661	120339	24488
1662	120368	24406
1663	120395	24325
1664	120454	24250
1665	120487	24169
1666	120529	24091
1667	120570	24012
1668	120605	23933
1669	120636	23852
1670	120669	23772
1671	120707	23693
1672	120758	23617
1673	120814	23541
1674	120855	23463
1675	120886	23383
1676	120942	23308
1677	120976	23228
1678	121008	23148
1679	121039	23068
1680	121069	22988
1681	121096	22908
1682	121128	22828
1683	121194	22755
1684	121235	22677
1685	121280	22600
1686	121309	22520
1687	121338	22440
1688	121380	22363
1689	121436	22288
1690	121473	22210
1691	121501	22130
1692	121532	22051
1693	121595	21977
1694	121622	21897
1695	121656	21819
1696	121692	21741
1697	121726	21662
1698	121763	21584
1699	121800	21506
1700	121855	21432
1701	121890	21354
1702	121928	21276
1703	121957	21197
1704	122016	21123
1705	122073	21049
1706	122141	20977
1707	122175	20899
1708	122222	20823
1709	122268	20747
1710	122318	20672
1711	122366	20597
1712	122395	20518
1713	122440	20442
1714	122470	20364
1715	122496	20285
1716	122521	20205
1717	122549	20127
1718	122580	20049
1719	122608	19971
1720	122687	19900
1721	122734	19825
1722	122782	19750
1723	122825	19674
1724	122867	19598
1725	122914	19523
1726	122960	19448
1727	122998	19372
1728	123041	19296
1729	123084	19220
1730	123137	19146
1731	123214	19076
1732	123254	19000
1733	123289	18923
1734	123337	18849
1735	123403	18777
1736	123449	18702
1737	123515	18630
1738	123551	18553
1739	123609	18481
1740	123645	18404
1741	123694	18330
1742	123735	18254
1743	123781	18180
1744	123816	18103
1745	123843	18026
1746	123870	17949
1747	123920	17875
1748	123951	17798
1749	123982	17721
1750	124013	17645
1751	124068	17572
1752	124096	17495
1753	124131	17419
1754	124175	17344
1755	124224	17271
1756	124266	17196
1757	124296	17119
1758	124321	17042
1759	124347	16966
1760	124381	16890
1761	124443	16818
1762	124473	16742
1763	124528	16669
1764	124564	16594
1765	124605	16519
1766	124644	16445
1767	124703	16373
1768	124746	16298
1769	124794	16225
1770	124863	16154
1771	124913	16081
1772	124992	16012
1773	125021	15936
1774	125054	15860
1775	125095	15786
1776	125145	15713
1777	125182	15638
1778	125216	15563
1779	125243	15488
1780	125304	15416
1781	125333	15341
1782	125381	15268
1783	125415	15193
1784	125454	15119
1785	125486	15044
1786	125518	14969
1787	125559	14895
1788	125608	14822
1789	125644	14748
1790	125674	14673
1791	125727	14601
1792	125762	14527
1793	125803	14453
1794	125889	14385
1795	125939	14312
1796	125970	14238
1797	126002	14163
1798	126048	14091
1799	126095	14018
1800	126133	13944
1801	126164	13870
1802	126223	13799
1803	126253	13724
1804	126287	13650
1805	126369	13582
1806	126425	13510
1807	126462	13437
1808	126508	13364
1809	126556	13292
1810	126598	13219
1811	126631	13145
1812	126689	13074
1813	126717	13000
1814	126752	12926
1815	126782	12852
1816	126808	12778
1817	126857	12706
1818	126898	12634
1819	126946	12562
1820	127017	12492
1821	127058	12419
1822	127093	12346
1823	127121	12272
1824	127162	12200
1825	127222	12129
1826	127264	12057
1827	127309	11985
1828	127342	11912
1829	127402	11841
1830	127434	11768
1831	127464	11695
1832	127496	11622
1833	127549	11551
1834	127580	11478
1835	127619	11405
1836	127669	11334
1837	127708	11262
1838	127749	11190
1839	127781	11117
1840	127810	11044
1841	127863	10973
1842	127892	10900
1843	127920	10827
1844	127952	10755
1845	127993	10683
1846	128026	10611
1847	128065	10539
1848	128124	10469
1849	128178	10398
1850	128227	10327
1851	128297	10258
1852	128388	10190
1853	128448	10120
1854	128485	10048
1855	128522	9976
1856	128562	9905
1857	128608	9834
1858	128642	9762
1859	128681	9690
1860	128743	9621
1861	128804	9551
1862	128881	9482
1863	128922	9411
1864	128954	9339
1865	128985	9267
1866	129043	9197
1867	129094	9127
1868	129141	9056
1869	129176	8985
1870	129243	8915
1871	129272	8843
1872	129299	8771
1873	129327	8700
1874	129359	8628
1875	129395	8557
1876	129425	8485
1877	129464	8414
1878	129528	8345
1879	129575	8275
1880	129607	8203
1881	129662	8134
1882	129711	8063
1883	129767	7994
1884	129801	7923
1885	129836	7852
1886	129868	7781
1887	129906	7710
1888	129936	7639
1889	129975	7568
1890	130001	7497
1891	130032	7426
1892	130104	7357
1893	130170	7288
1894	130251	7220
1895	130299	7150
1896	130342	7080
1897	130392	7011
1898	130437	6941
1899	130470	6870
1900	130501	6799
1901	130555	6730
1902	130591	6660
1903	130621	6589
1904	130654	6518
1905	130684	6448
1906	130716	6378
1907	130752	6307
1908	130803	6238
1909	130859	6169
1910	130900	6099
1911	130957	6030
1912	131016	5961
1913	131072	5892
1914	131119	5822
1915	131161	5753
1916	131201	5683
1917	131229	5613
1918	131267	5543
1919	131294	5473
1920	131326	5403
1921	131360	5333
1922	131449	5266
1923	131503	5197
1924	131547	5127
1925	131580	5058
1926	131645	4989
1927	131677	4919
1928	131709	4850
1929	131736	4780
1930	131764	4710
1931	131825	4642
1932	131875	4573
1933	131945	4505
1934	131983	4435
1935	132022	4366
1936	132057	4297
1937	132085	4227
1938	132118	4158
1939	132147	4089
1940	132176	4019
1941	132204	3950
1942	132263	3882
1943	132302	3813
1944	132381	3745
1945	132434	3676
1946	132476	3608
1947	132507	3538
1948	132535	3469
1949	132571	3401
1950	132598	3331
1951	132633	3263
1952	132696	3195
1953	132749	3126
1954	132803	3058
1955	132881	2990
1956	132914	2921
1957	132945	2853
1958	132972	2784
1959	133016	2716
1960	133065	2647
1961	133102	2579
1962	133129	2510
1963	133166	2442
1964	133224	2374
1965	133256	2305
1966	133289	2237
1967	133317	2168
1968	133348	2100
1969	133397	2032
1970	133459	1964
1971	133538	1897
1972	133580	1828
1973	133615	1760
1974	133658	1692
1975	133710	1624
1976	133743	1556
1977	133776	1488
1978	133805	1420
1979	133868	1352
1980	133902	1284
1981	133955	1217
1982	133990	1149
1983	134025	1081
1984	134063	1013
1985	134103	945
1986	134156	878
1987	134205	810
1988	134246	742
1989	134295	675
1990	134362	607
1991	134414	540
1992	134453	472
1993	134483	404
1994	134544	337
1995	134581	269
1996	134616	202
1997	134667	134
1998	134708	67
1999	134746	0
