iter	Logloss
0	0.4355726778
1	0.2795878363
2	0.1819130402
3	0.123834376
4	0.08823013444
5	0.06561403478
6	0.0510211717
7	0.04091614418
8	0.03333394224
9	0.02885141251
10	0.02560962889
11	0.02321739479
12	0.02162285706
13	0.02032729217
14	0.01929678832
15	0.01861853377
16	0.01814064092
17	0.01765536638
18	0.01726352022
19	0.01700430048
20	0.01676694231
21	0.01657822686
22	0.01645624423
23	0.01627599976
24	0.01610561309
25	0.01603411871
26	0.01592462439
27	0.01586154211
28	0.01581306719
29	0.01570301676
30	0.01566566123
31	0.01562955582
32	0.01553557894
33	0.01550124433
34	0.01545548446
35	0.01535654714
36	0.01529054599
37	0.0152706313
38	0.01519614522
39	0.01517383915
40	0.0151338694
41	0.01511256406
42	0.01506520869
43	0.01500980789
44	0.01496173022
45	0.0149455185
46	0.0149321572
47	0.01487310047
48	0.01483521762
49	0.01479485052
50	0.01476366162
51	0.01472075545
52	0.01471682904
53	0.01468750886
54	0.01465031562
55	0.01464284465
56	0.01461417411
57	0.0146109548
58	0.01458472455
59	0.01456041012
60	0.01455672583
61	0.01455370248
62	0.01452796284
63	0.0145250395
64	0.01450043965
65	0.01445919148
66	0.0144435629
67	0.0144374544
68	0.01443546823
69	0.01443345381
70	0.01441388086
71	0.0143967128
72	0.01439372865
73	0.01436981839
74	0.01436097398
75	0.01433071557
76	0.0143165675
77	0.01431383842
78	0.01430679394
79	0.0142916738
80	0.01427142024
81	0.01426275221
82	0.01424433023
83	0.01422901358
84	0.01421712778
85	0.01421528508
86	0.01420941631
87	0.01419071177
88	0.01418568283
89	0.01417135491
90	0.01416945691
91	0.01416719551
92	0.0141655386
93	0.01415429747
94	0.01413871298
95	0.01410670445
96	0.01408673048
97	0.01406990366
98	0.01406466218
99	0.01406286211
100	0.0140579075
101	0.01404708508
102	0.01404211122
103	0.01404010173
104	0.01403372044
105	0.01402067871
106	0.01400071862
107	0.01399280973
108	0.01398337682
109	0.01397334814
110	0.01397151876
111	0.01396589018
112	0.01396093093
113	0.01395638128
114	0.01393909856
115	0.01393099106
116	0.01392955316
117	0.01392574425
118	0.01392399492
119	0.01392106821
120	0.01391937712
121	0.01391146108
122	0.01388438633
123	0.0138831174
124	0.01387628295
125	0.01386710929
126	0.01385797392
127	0.01385624701
128	0.01384106415
129	0.01383825983
130	0.01382649701
131	0.01382048844
132	0.01381212753
133	0.0138014526
134	0.01379994844
135	0.01379757555
136	0.01379616476
137	0.013791316
138	0.01378280174
139	0.01377476056
140	0.01376702293
141	0.013765715
142	0.01375949006
143	0.01375019758
144	0.01372618936
145	0.01371870611
146	0.01371593637
147	0.01371525981
148	0.01370999098
149	0.01370623142
150	0.0136995005
151	0.01369694927
152	0.01368340734
153	0.01367438439
154	0.0136679099
155	0.01365653113
156	0.01365405549
157	0.01365088954
158	0.01365017495
159	0.01362936307
160	0.01362188023
161	0.01362118068
162	0.01360919871
163	0.01360573904
164	0.01359892137
165	0.01359825682
166	0.01359271286
167	0.01358800297
168	0.01358561189
169	0.01357893099
170	0.01357421591
171	0.01356823669
172	0.01355686042
173	0.0135535296
174	0.01354437335
175	0.01353969345
176	0.01353780692
177	0.01353705915
178	0.01352180143
179	0.01351610724
180	0.01350974455
181	0.01350564745
182	0.01350349862
183	0.01349539969
184	0.0134883852
185	0.01348688548
186	0.01348622806
187	0.01347628184
188	0.01347311353
189	0.01346927586
190	0.0134635444
191	0.0134549243
192	0.01345322861
193	0.01345248402
194	0.01343655599
195	0.01343407434
196	0.01343336663
197	0.01342422301
198	0.01342132331
199	0.01341084438
200	0.0134063827
201	0.01340576916
202	0.01340466885
203	0.01339676042
204	0.01339508341
205	0.01338205289
206	0.01337987967
207	0.01336701281
208	0.01336302691
209	0.01336171052
210	0.01335319801
211	0.01335069516
212	0.01334480719
213	0.01334372535
214	0.01334053391
215	0.01333893289
216	0.01333575746
217	0.01333079982
218	0.01331762916
219	0.01331272154
220	0.01330365504
221	0.01329569784
222	0.01328811275
223	0.01328574229
224	0.01328044225
225	0.01327932797
226	0.01327323882
227	0.01326159426
228	0.01325959002
229	0.01325505696
230	0.01325470312
231	0.01324421939
232	0.01324287229
233	0.01323625424
234	0.01322744485
235	0.01322434887
236	0.01322019436
237	0.01320814772
238	0.01319428475
239	0.0131878894
240	0.01318342098
241	0.01318276135
242	0.01318160648
243	0.0131753992
244	0.01316739092
245	0.01316638458
246	0.01315681802
247	0.0131556991
248	0.01315207223
249	0.01314177485
250	0.01313739482
251	0.01313149955
252	0.01312196786
253	0.01311755617
254	0.01311715707
255	0.0131104422
256	0.0131093318
257	0.01310778663
258	0.01310683445
259	0.01310520008
260	0.01310291833
261	0.01309263545
262	0.01308703879
263	0.01308570975
264	0.0130762774
265	0.01307175009
266	0.01306730591
267	0.01306677251
268	0.01306341255
269	0.01306245342
270	0.01305557959
271	0.01305003549
272	0.0130409511
273	0.0130372422
274	0.01302935364
275	0.01302834402
276	0.01302617329
277	0.01301812974
278	0.01301006447
279	0.01300274002
280	0.01299696636
281	0.01299610839
282	0.01299421599
283	0.0129894956
284	0.01298281943
285	0.01298258007
286	0.01297354759
287	0.01296848749
288	0.01296308735
289	0.012961498
290	0.01296007812
291	0.012959465
292	0.01295524216
293	0.01294665247
294	0.01294238145
295	0.0129346377
296	0.01293131543
297	0.01292437924
298	0.01292413057
299	0.01292336837
300	0.01291836746
301	0.01291692422
302	0.01291616446
303	0.012909407
304	0.0129049057
305	0.01290417123
306	0.01289689865
307	0.01289382165
308	0.01288429143
309	0.0128786298
310	0.0128744757
311	0.01287352749
312	0.01287312379
313	0.01286849025
314	0.01286782906
315	0.01286017033
316	0.01285620294
317	0.01285600462
318	0.01285065316
319	0.01284935261
320	0.01284342786
321	0.01283687365
322	0.01283162957
323	0.01282837649
324	0.01282779962
325	0.01282355639
326	0.01282216785
327	0.01281924099
328	0.01281899064
329	0.01281255008
330	0.01280963469
331	0.01280838104
332	0.01280255699
333	0.01280080572
334	0.01279537371
